resource_code,resource_name,resource_type,common_name,unit,price_median,price_min,price_max,price_mean,variant_count,currency,usage_count,tech_group,variable_parts_sample
MELI-TO-KASA-KAME,Baddelite corundum products for glass melting furnaces,abstract_material,,t,9.09,0.59,9.38,7.39,1,EUR,3,RINE-KAPU-KARIME,Loading onto motor vehicles: metal structures weighing up to 6 tons • Unloading from motor vehicles: metal structures weighing up to 6 tons
KAME-LI-MELI-KASA,Carborundum bars,abstract_material,Carborundum,kg,6.53,6.53,6.53,6.53,1,EUR,3,SATO-KAPU-KAKAME,
MELI-TO-KASA-MENE,Mullite-corundum and mullite-silica products for the construction of air heaters and hot blast air ducts for blast furnaces,abstract_material,Refractory products,t,2880.93,2489.86,3467.53,2946.11,3,EUR,3,RINE-KAPU-KATONE,MLS-62 mullite refractory bricks • MKS-72 mullite-corundum refractory bricks • MKRU-45 mullite-silica refractory bricks
MELI-TO-KAPU-MERI,Chromite-periclase products for masonry,abstract_material,"Highly refractory chromite-periclase product, grade XP5, straight brick No. 1, dimensions 230x115x65",t,2829.16,2829.16,2829.16,2829.16,1,EUR,3,RINE-KAPU-KATOVO,
MELI-ME-KARI-KAPU,Plates made of mullite-silica wool,abstract_material,Refractory plates,m3,1695.55,1519.65,1871.45,1695.55,2,EUR,3,RINE-KAPU-KAVOME,"mullite-siliceous on inorganic binder MCRP-450, dimensions 600x400x50 mm • fireclay-fibrous on clay binder SHVP-350"
MEME-RI-KAME-KASA,Wooden panels for balcony doors,abstract_material,"Wooden panels for balcony doors, height 2110 mm",m2,168.3,168.3,168.3,168.3,1,EUR,3,RITO-KAME-KATOVO,
KASA-TO-KARI-KADX,Details,abstract_material,,pcs,20.86,5.31,46.17,26.52,1,EUR,3,RIVO-MEPU-MELINE,Transportation of Class I cargo by concrete mixer trucks with a drum capacity of up to 6 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by concrete mixer tr
KASA-TO-KAME-KADX,Details,abstract_material,"Plaster cartouche with the largest dimension (height, width)",pcs,67.45,52.45,78.73,66.21,3,EUR,3,RIVO-MEPU-MELIKA,up to 500 mm • from 501 to 750 mm • from 751 to 1000 mm
KASA-TO-KAME-MEME,Details,abstract_material,"Plaster sheet, smooth, height",pcs,22.48,16.92,37.47,25.62,3,EUR,3,RIVO-MEPU-RIMERI,up to 150 mm • from 151 to 250 mm • from 251 to 400 mm
MEVO-ME-MEKA-KAVO,Urinals tap,abstract_material,"Brass water tap, wall-mounted, polished, for sinks and washbasins, diameter 15 mm",pcs,9.15,9.15,9.15,9.15,1,EUR,3,TONE-KARI-KAKALI,
MERI-RI-KAVO-KARI,Thermal insulation cylinders made of mineral wool with synthetic binder,abstract_material,"Thermal insulation cylinders made of mineral wool based on basalt rocks, flammability group NG, dens",m,13.13,1.86,82.29,17.04,709,EUR,3,RISA-KATO-MEKANE,"120±15 kg/m3, thermal conductivity at +25 °C no more than KA.KAPUTO W/(m*K), maximum application temperature +650 °C, wall thickness 100 mm, inner diameter 108 mm • 120±15 kg/m3, thermal conductivity "
KAME-LI-MERI-MESA,Polyamide anti-erosion mat,abstract_material,"Polyamide anti-erosion mat, thickness",m2,4.39,3.34,4.98,4.24,3,EUR,2,SAPU-KASA-KAKATO,16-17 mm • 20-22 mm • 9-10 mm
RITO-TO-KAME-KAVO,Steel pipes,abstract_material,"Steel casing pipes, diameter",m,5385.74,2438.29,13493.63,5807.44,21,EUR,2,TOTO-KAPU-MEVOVO,"1000 mm, wall thickness 40 mm, blade section length 2 m • 1000 mm, wall thickness 40 mm, section length 6 m • 1180 mm, wall thickness 40 mm, blade section length 2 m • 1180 mm, wall thickness 40 mm, s"
KAME-LI-MEDX-KAVO,Rubber pressure hoses,abstract_material,Hose,m,43.43,6.07,96.39,46.55,5,EUR,2,TOTO-MEME-KAKARI,"B (II)-20-31, 5-47-U for technical water and weak solutions of inorganic acids and alkalis with a concentration of up to 20%, except for nitric acid solutions • suction, diameter 100 mm, type KSHZ • G"
MEVO-TO-KAME-KAME,Connecting and discharge heads,abstract_material,Head,pcs,5.04,2.99,35.53,9.69,6,EUR,2,MEPU-KARI-KAKATO,"for fire hoses, connecting pressure hose GR, pressure ME.RI MPa, diameter 50 mm • for fire hoses, connecting pressure hose GR, pressure ME.RI MPa, diameter 25 mm • for fire hoses, connecting pressure "
RIKA-RI-KARI-KATO,Protective covers,abstract_material,"Protective cover for wire connections, 230x180x75 mm",pcs,20.45,20.45,20.45,20.45,1,EUR,2,PUNE-KATO-KAKAME,
KASA-ME-KASA-KAME,Foundation beams,abstract_material,"Reinforced concrete foundation beams, volume up to",pcs,909.41,563.23,1138.69,824.65,1,EUR,2,MEVO-KAME-KARIVO,"KA.PU m3, concrete B22.5, reinforcement consumption from 50 to 100 kg/m3 • KA.SA m3, concrete B22.5, reinforcement consumption up to 50 kg/m3 • KA.NE m3, concrete B22.5, reinforcement consumption from"
KASA-ME-KALI-MERI,Loggia and balcony railings,abstract_material,"Reinforced concrete slabs (screens) for fencing balconies and loggias, volume up to 1 m3, concrete B",pcs,761.8,0,761.8,634.83,1,EUR,2,RIKA-KANE-KAKASA,
KAPU-TO-KARI-KAVO,Dry polystyrene concrete mixes,abstract_material,Dry mixes,m3,5.17,0.63,18.03,8.75,1,EUR,2,MELI-KATO-KAPUPU,"polymer-cement-based waterproofing for anti-corrosion protection of metal, concrete, and reinforced concrete structures, aggregate size up to KA.TORI mm, consumption KA.RISA-KA.LIKA kg/m2 with a layer"
KAVO-TO-KARI-KAME,Steel strips,abstract_material,Steel strips,kg,1874.92,880.85,2295.22,1672.08,1,EUR,2,METO-KARI-KAMESA,"hot-rolled, steel grades St3sp, St3ps, thickness ME.PU-ME.VO mm, width 20-50 mm • hot-rolled, steel grades St3sp, St3ps, thickness ME.VO-RI.KA mm, width 20-22 mm • hot-rolled, steel grades St3sp, St3p"
KAME-LI-MERI-MEME,"Basalt fiber mesh, thread-stitched, impregnated",abstract_material,Geogrid,m2,3.12,1.4,12.65,3.87,20,EUR,2,MEDX-KATO-KAKALI,"basalt fiber needle-punched with bitumen impregnation, longitudinal/transverse elongation at break 4%, longitudinal/transverse tensile strength 100/100 kN/m, surface density 500 g/m2 • basalt fiber ne"
KAVO-TO-MEKA-KAME,Steel structures,abstract_material,,t,59.5,10.76,190.2,98.36,1,EUR,2,MESA-KAME-MEMEVO,Transportation of Class I cargo by trucks with a load capacity of up to 22 tons on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by trucks with a load capacity o
KADX-TO-KAPU-KATO,Aluminum structures,abstract_material,"Combined partitions on an aluminum frame, with 5 mm thick transparent glass, with vinyl-coated gypsu",t,120.37,0,120.37,100.31,1,EUR,2,MESA-KAME-KAPUVO,
KAVO-ME-KARI-KADX,Steel structures,abstract_material,Tiles,t,3668.57,3466.4,3870.75,3668.57,2,EUR,2,MESA-KAME-MESAPU,"steel square perforated for floors, dimensions 300x300 mm, thickness ME.SA mm • cast iron square for floors, dimensions 300x300 mm, thickness 25 mm"
KADX-RI-KAME-KAPU,Aluminum structures,abstract_material,Aluminum plates,t,16799.24,13329.91,20776.2,17042.02,6,EUR,2,MESA-KAME-MESARI,"decorative, AMg2.3 alloy • decorative, AMg5 alloy • decorative, AMg6 alloy • decorative, AMts alloy • decorative, D16 alloy • decorative, white, dimensions 600x600 mm"
KALI-ME-KARI-KATO,Steel window block structures,abstract_material,"Galvanized steel window, fixed, with single frame, height",t,3418.81,2147.05,5433.19,3549.38,1,EUR,2,MESA-KADX-KARITO,"1145 mm, area RI.KASA m2 • 1145 mm, area RI.RILI m2 • 1145 mm, area RI.LISA m2 • 1145 mm, area TO.PUME m2 • 1745 mm, area TO.MERI m2 • 1745 mm, area TO.PUNE m2 • 1745 mm, area PU.RIKA m2 • 1745 mm, ar"
MEPU-SA-KAME-KASA,Polyurethane foam sealants,abstract_material,Frost-resistant polyurethane foam sealant (assembly foam),m,14.86,0,15.9,12.16,2,EUR,2,RILI-KANE-KAKAPU,"Fire-resistant polyurethane foam sealant (assembly foam) for areas with increased fire safety requirements, volume 880 ml • Universal polyurethane foam sealant (assembly foam), volume 750 ml • Polyure"
KALI-ME-KAME-KATO,Metal door blocks,abstract_material,Steel door block,m2,232.28,176.55,288.01,232.28,2,EUR,2,MESA-KADX-KAKAME,"internal single-leaf, with a latch lock, without a closer, area RI.ME m2 • external double-leaf, with a latch lock, without a closer, area RI.LITO m2"
KAME-LI-KAPU-KAME,Door closers,abstract_material,,pcs,91.2,42.43,858.06,295.18,8,EUR,2,SAME-KAVO-KAKARI,"Floor door closer with spindle for swing doors up to 1400 mm wide, door weight up to 300 kg • Lever door closer for swing doors up to 1100 mm wide, door weight up to 80 kg • Lever door closer for swin"
KALI-ME-KATO-KASA,"Protective grilles made of hot-rolled, cold-formed profiles and pipes",abstract_material,Metal protective grilles for windows with coating,t,14033.49,9754.69,16836.85,13292.11,12,EUR,2,MESA-KADX-KATOKA,"enamel, swing, forged, hollow • enamel, swing, forged, straight • enamel, swing, welded, hollow • enamel, swing, welded, hollow, decorative • enamel, swing, welded, straight • enamel, swing, welded, s"
KALI-RI-KAPU-KAME,Steel structures,abstract_material,,t,84.7,12.01,203.17,114.18,1,EUR,2,MESA-KAPU-KAMELI,Transportation of Class I cargoes in tank trucks with a tank capacity of up to 8 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargoes in tank trucks with a tank
KADX-PU-KATO-KAME,Plastic window blocks,abstract_material,"Wood-aluminum window block, paired/separate with double glazing, area",m2,290.81,238.84,397.3,308.99,3,EUR,2,RIME-KAME-KARILI,up to ME.SA m2 • from ME.SA to RI.LI m2 • over RI.LI m2
MEME-RI-MEPU-KADX,Cabinet walls,abstract_material,"Furniture panel made of laminated chipboard, with edging, thickness 16 mm, decor",m2,25.85,24.52,35.57,28.65,3,EUR,2,NELI-KAME-KAKAME,white • milk oak • Sonoma oak
MEME-RI-MEPU-KAME,Door blocks for cabinets,abstract_material,,m2,3.37,0.29,3.52,2.76,1,EUR,2,NELI-KAME-KAKAPU,Loading onto motor vehicles: slag concrete blocks (using conveyors) • Unloading from motor vehicles: slag concrete blocks (using conveyors)
KAME-LI-KAPU-KAVO,Hardware,abstract_material,,set,60.87,8.09,205.14,104.75,1,EUR,2,SAME-KAVO-KAKAVO,Transportation of Class I cargo by flatbed trucks with a carrying capacity of up to 20 tons on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by flatbed trucks wi
MEME-RI-METO-KARI,External wooden frame wall panels with insulation filling,abstract_material,,m2,3.37,0.29,3.52,2.76,1,EUR,2,MENE-KASA-KARITO,Loading onto motor vehicles: slag concrete blocks (using conveyors) • Unloading from motor vehicles: slag concrete blocks (using conveyors)
MERI-RI-KASA-KADX,Thermal insulation boards made of extruded polystyrene foam,abstract_material,"Sandwich panel with extruded polystyrene foam insulation, thickness",m2,52.71,35.24,104.83,61.82,7,EUR,2,RISA-KAPU-KASADX,"100 mm and a 10 mm thick polymer-cement concrete sheet on one side, fire hazard ratings G1, B2, D3, thermal conductivity of insulation at +25 °C no more than KA.KATOTO W/(m*K), panel thickness 110 mm "
KAPU-TO-KAME-KAVO,Metal-cement mortar,abstract_material,,m3,67.53,9.12,218.13,112.53,1,EUR,2,MELI-KARI-KAMELI,Transportation of Class I cargo by pipe transport vehicles with a carrying capacity of up to 20 tons on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by pipe tra
MEME-ME-KAME-KASA,Parquet boards,abstract_material,Parquet flooring,m2,74.51,42.54,78.9,67.61,4,EUR,2,RIVO-MEVO-KAKAME,"birch, thickness 14 mm • beech, thickness 14 mm • oak, thickness 14 mm • ash, thickness 12-13 mm"
KAME-NE-KATO-KAME,Tactile polyvinyl chloride tiles,abstract_material,,m2,26.5,10.48,45.24,25.96,7,EUR,2,RIVO-MEVO-KAMENE,"PVC floor tiles, thickness ME.RI mm • PVC floor tiles, thickness ME.SA mm • PVC floor tiles, thickness RI.KA mm • PVC floor tiles, thickness RI.SA mm • PVC tiles for flooring, thickness TO.KA mm • PVC"
KAME-LI-MEVO-KATO,Heating section for electric floor heating,abstract_material,Heating mat,pcs,144.83,37.83,330.6,185.31,1,EUR,2,RIVO-MENE-KAKATO,"based on a two-core shielded cable, specific heat output 160 W/m2, installation area KA.SA m2 • based on a two-core shielded cable, specific heat output 160 W/m2, installation area 1 m2 • based on a t"
MEME-RI-KADX-KAVO,Chipboard raised floor panels,abstract_material,Flooring panels made of,m2,10.84,7.68,14.26,10.93,3,EUR,2,RIVO-MESA-KAKAME,"High-density chipboard with aluminum foil on top and bottom, dimensions 600x600x38.5 mm • Chipboard with steel sheet underneath and aluminum foil on top, dimensions 600x600x38.5 mm • Chipboard with st"
KAME-LI-MESA-KANE,Galvanized nails with plastic caps,abstract_material,"Galvanized nails with plastic caps (red, black, green, brown), diameter TO.ME mm, length 70-80 mm",100 pcs,5.69,5.69,5.69,5.69,1,EUR,2,SAME-KARI-KAKAME,
MERI-ME-KATO-KAME,Corrugated bitumen roofing sheets,abstract_material,Corrugated roofing sheet,m2,11.45,9.91,12.08,11.22,4,EUR,2,RILI-KALI-KAKAME,"bitumen, thickness RI.NE mm • cellulose composite, mineral substances, bitumen, thickness 3 mm, brown • cellulose composite, mineral substances, bitumen, thickness 3 mm, red • cellulose composite, min"
MERI-ME-KATO-KADX,Components for corrugated bitumen roofing sheets,abstract_material,,pcs,8.01,2.3,16.67,8.99,3,EUR,2,RILI-KALI-KARINE,"Cornice filler for corrugated roofing sheets, length 850 mm • Adjacent apron made of a composite of cellulose, minerals, bitumen for corrugated roofing sheets, dimensions 930x260 mm, thickness 15 mm •"
MERI-ME-KARI-MEME,Polypropylene membranes (vapor barrier film),abstract_material,,m2,1.62,0.82,4.07,1.98,16,EUR,2,RILI-KAME-KAVORI,"Two-layer roll material based on polypropylene nonwoven fabric and metallized polypropylene film, vapor-proof and waterproof, flammability group G3, maximum tensile strength in the longitudinal/transv"
MEKA-ME-KARI-KATO,Aluminum wire,abstract_material,Aluminum wire from,t,33904.22,15508.36,36593.67,29912.54,20,EUR,2,MEPU-KAME-KATOME,"AD1 alloy, diameter ME.PU-RI.VO mm • AD1 alloy, diameter TO.KA-SA.VO mm • AD1 alloy, diameter NE.KA-MEKA.KA mm • AMTS alloy, diameter ME.PU-RI.VO mm • AMC alloy, diameter TO.KA-SA.VO mm • AMC alloy, d"
KAME-LI-MEKA-MESA,Facing carpets with glass mosaic tiles,abstract_material,"Glass tiles for cladding, carpet mosaic on paper base, dimensions",m2,66.76,49.84,96.06,66.98,6,EUR,2,RIVO-MEME-KAKAVO,10x10x4 mm • 10x10x6 mm • 20x20x4 mm • 25x25x4 mm • 25x25x5 mm • 25x25x6 mm
KAME-NE-KAME-KALI,Decorative gypsum boards,abstract_material,"Decorative gypsum slabs, thickness",m2,50.66,42.21,57.99,50.29,3,EUR,2,RIVO-RIRI-KAVOTO,15 mm • 20 mm • 25 mm
MEME-RI-KAVO-KAME,Wood fiber boards,abstract_material,Wet-process wood fiber boards,1000 m2,6193.13,1279.61,11394.16,6469.41,11,EUR,2,RIVO-MEME-KASASA,"soft M-1, thickness 12 mm • soft M-1, thickness 16 mm • soft M-1, thickness 8 mm • soft M-2, thickness 12 mm • soft M-2, thickness 16 mm • soft M-2, thickness 8 mm • soft M-3, thickness 12 mm • soft M"
KAPU-TO-KARI-KASA,Gypsum mixtures,abstract_material,Dry gypsum plaster mixes,t,470.74,368.47,561.99,467.07,3,EUR,2,MELI-KATO-KAKAME,"fast-setting, class B3.5 (M50) mechanized application • fast-setting, class B3.5 (M50), manual application • for interior work, class B2 (M25)"
KASA-TO-KARI-MELI,Molded pieces,abstract_material,,pcs,20.86,5.31,46.17,26.52,1,EUR,2,RIVO-MEPU-TOTOTO,Transportation of Class I cargo by concrete mixer trucks with a drum capacity of up to 6 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by concrete mixer tr
MEPU-PU-KATO-KANE,Varnish,abstract_material,Melamine varnish,t,6693.95,6328.57,7059.34,6693.95,2,EUR,2,RIVO-KANE-KAKARI,"for protecting enamels based on urea-formaldehyde resin, melamine-formaldehyde resin, anodized and oxidized aluminum surfaces • ML-248"
MEPU-SA-KAVO-KASA,Decorative textured compounds based on quartz granules,abstract_material,Highly elastic latex-chalk construction filler compound,kg,4200.47,0,4200.47,3500.39,1,EUR,2,RIVO-KATO-KAKARI,
MEPU-SA-MEME-KAME,Oil-glue putty,abstract_material,Putty,t,1078.26,1073.05,1083.46,1078.26,2,EUR,2,RIVO-KARI-KARIKA,adhesive • oil-adhesive
KAME-NE-KARI-KATO,Lincrust,abstract_material,,m2,9.75,3.85,60.14,20.87,4,EUR,2,RIVO-MEKA-KAKARI,"Free-hanging fabric roller blinds for windows with wall mounting, bottom rail with magnets, plain fabric, 50% blackout, white color, blind dimensions 800x25x1200 mm • Artificial upholstery leather • D"
KAME-LI-RIKA-KAVO,Textiles and textile materials,abstract_material,,m2,2.82,0.67,4.64,2.62,5,EUR,2,RIVO-MEKA-KAMENE,"Fireproof impregnated canvas • Cotton napkins, dimensions 400x400 mm, surface density from 105 to 130 g/m2 • Fabric for gluing seams • Rolled filter fabric • Technical cotton fabric, width 750 mm, sur"
KAME-NE-KARI-KARI,Glass wallpaper,abstract_material,"Paintable glass fiber wallpaper, textured",m2,20.89,10.0,34.7,21.77,1,EUR,2,RIVO-MEKA-KAMESA,"""herringbone,"" density 110 g/m2 • ""herringbone,"" density 180 g/m2 • ""spider web"", density 40 g/m2 • ""mat"", density 110 g/m2 • ""mat"", density 130 g/m2 • ""mat"", density 90-95 g/m2"
MEPU-ME-KATO-KARI,Glue for glass wallpaper,abstract_material,,kg,1.65,1.38,1.92,1.65,2,EUR,2,RILI-KASA-KAKASA,Adhesive for glass wallpaper • Ready-made paste
MEPU-TO-KARI-KATO,Water-dispersion polyvinyl acetate paints,abstract_material,Water-dispersion polyvinyl acetate paint,t,2415.99,1511.88,3388.59,2386.0,6,EUR,2,RIVO-KAPU-KAMERI,"VD-VA-17, white • VD-VA-17, colored • VD-VA-21 • VD-VA-24 • VD-VA-27A, white • VD-VA-27A, colored"
RIPU-TO-KARI-KARI,Non-pressure polypropylene sewer pipes,abstract_material,"Polypropylene pipes for drainage systems, diameter",m,7.55,4.41,10.69,7.55,2,EUR,2,TOTO-KAVO-KAKAME,110 mm • 50 mm
MEVO-RI-KAVO-KAVO,Brass mesh filters,abstract_material,,pcs,51.98,8.33,99.63,50.67,8,EUR,2,TOSA-MESA-KAKAME,"Brass mesh filter for water purification, with internal thread, nominal diameter 15 mm • Brass mesh filter for water purification, with internal thread, nominal diameter 20 mm • Brass mesh filter for "
MEVO-RI-KARI-KALI,Shower trays,abstract_material,"Shallow steel enameled shower tray, type PDSm-800, height 150 mm, standardized plastic",set,114.01,102.43,125.59,114.01,2,EUR,2,TONE-KAME-KASALI,"siphon, bronze outlet with a diameter of the outlet grate of 70 mm, diameter of the drain hole of 50 mm, diameter of the drain corrugation of 40 mm • siphon, plastic outlet with outlet grid diameter 7"
MEVO-RI-KANE-KAPU,Toilet set,abstract_material,,pcs,12.52,1.05,31.83,15.13,3,EUR,2,TONE-MEVO-KAKAME,"Plastic wall-mounted soap dish, dimensions 155x96x62 mm • Wall-mounted stainless steel mesh soap dish, dimensions 120x145x65 mm • Rectangular glass toilet shelf, on two brackets, with metal rim, lengt"
MEVO-SA-KADX-KATO,"Stainless steel towel warmers, types P, M, MP",abstract_material,,pcs,24.96,1.78,25.85,20.33,1,EUR,2,TONE-KANE-KAPUPU,"Loading onto a motor vehicle: roll roofing materials (in particular, linoleum, glassine, roofing felt, roofing material) weighing up to 80 kilograms per item • Unloading from a motor vehicle: roll roo"
MEVO-RI-KARI-KANE,Enameled cast iron sinks,abstract_material,,set,179.31,130.73,278.04,192.72,7,EUR,2,TONE-KAME-KAPUTO,"Enameled cast iron sink with two bowls, with brackets, complete with plastic bottle trap, with outlet, drain, brass mixer tap with two handles, spout extension 150 mm, dimensions 800x600x204 mm • Enam"
MEVO-SA-KARI-KAME,Metal tank,abstract_material,"Steel water tank, non-pressurized, capacity",pcs,1062.21,794.8,1329.63,1062.21,2,EUR,2,MESA-KAME-KAKANE,2000 l • 5000 l
KALI-RI-KANE-KARI,Inspection hatches,abstract_material,"Metal inspection hatch, dimensions",pcs,35.39,6.7,349.06,107.95,17,EUR,2,TONE-KATO-KAKATO,1000x1000 mm • 1100x1100 mm • 1200x1200 mm • 1200x1500 mm • 1200x1800 mm • 1200x2000 mm • 150x150 mm • 200x200 mm • 300x300 mm • 300x600 mm • 400x400 mm • 400x600 mm • 500x500 mm • 600x600 mm • 700x70
MEVO-SA-KARI-KATO,Pallets,abstract_material,"Metal tray for tanks, capacity up to",pcs,188.81,131.75,245.87,188.81,2,EUR,2,MESA-KAME-MESAVO,"2 m3, dimensions 1520x1200x150 mm • 4 m3, dimensions 3000x1200x150 mm"
MEDX-ME-KAME-MERI,Rectangular flanges made of angle steel for air ducts,abstract_material,"Rectangular flange made of angle steel for air ducts, cross-section",pcs,6.92,3.01,17.99,7.43,15,EUR,2,TONE-MEKA-KAPULI,100x150 mm • 100x200 mm • 150x150 mm • 200x200 mm • 200x300 mm • 200x400 mm • 250x400 mm • 250x500 mm • 300x300 mm • 300x400 mm • 300x500 mm • 400x400 mm • 400x500 mm • 600x600 mm • 600x800 mm
MEDX-TO-KATO-KASA,Cellular air filters,abstract_material,Filter,pcs,27.65,6.52,64.55,28.92,94,EUR,2,TONE-MERI-KALITO,"Flat fiberglass air cell, capacity 1000-1260 m3/h, dimensions 490x287x48 mm • Flat fiberglass air cell, capacity 1200-1500 m3/h, dimensions 287x592x48 mm • flat fiberglass air cell, capacity 1300-1650"
MEDX-ME-KARI-KAPU,Air distributors,abstract_material,"Straight jet air distributor made of carbon steel, pipe cross-section",pcs,453.61,156.71,915.77,514.65,5,EUR,2,TONE-MEME-KAMEVO,1000x1000 mm • 1200x1200 mm • 1600x1600 mm • 2000x2000 mm • 500x500 mm
MEDX-ME-KARI-KAVO,Air distributors,abstract_material,,pcs,636.51,89.1,1570.2,708.25,23,EUR,2,TONE-MEME-KAMENE,"Ejection panel stamped horizontal ceiling air diffuser with side air supply made of galvanized steel, dimensions 1000x500x2220 mm, air distribution surface 2 m2 • Ejection panel stamped horizontal cei"
MEDX-RI-KARI-KATO,Suction devices,abstract_material,"Ventilation hood, supply and exhaust, wall-mounted, steel, length",kg,28.72,25.09,32.36,28.72,2,EUR,2,TONE-MEME-KANEKA,"2000 mm, width 700 mm, height 580 mm • 500 mm, width 700 mm, height 580 mm"
RINE-ME-KARI-KALI,Dead-end stops,abstract_material,,pcs,1546.15,1059.64,21777.98,3786.11,10,EUR,2,NEKA-RIME-KAKAME,"Dead-end stop, non-impact type, rail grade P50, P65, dimensions 865x180x360 mm • Dead-end stop, impact type, rail grade KR80, height to center of stop 100-150 mm, dimensions 610x250x500 mm • Impact-ty"
MEVO-SA-KAVO-KARI,Air and water vent valves,abstract_material,"Cast iron valve (plunger) for air and water, flanged, nominal pressure ME.KA MPa, nominal flange dia",set,593.37,414.67,772.06,593.37,2,EUR,2,TONE-KATO-KAKAME,100 mm • 50 mm
RIME-ME-KAVO-KASA,Control cables,abstract_material,Cable,m,7428.29,1238.12,33932.69,15966.03,1,EUR,2,PUKA-KARI-KAKAME,measuring KPE Ting(B)-HF 1x2x0.7 • measuring KPE Ting(B)-HF 7x2x0.7 • control KUPV 24x0.35 • control KUPV 7x0.5 • control KUP 19x1.5 • control KUP 24x0.35 • control KUP 24x0.5 • control KUP 24x1 • con
RIME-ME-KANE-KALI,Power cables for 660 V with aluminum conductors,abstract_material,Power cable with aluminum conductors,1000 m,2889.68,257.22,12603.08,3820.86,178,EUR,2,PUKA-KAME-KAKARI,AVBShv 1x16mk-660 • AVBShv 1x25mk-660 • AVBShv 1x35mk-660 • AVBShv 2x10ok(N)-660 • AVBShv 2x16ok(N)-660 • AVBShv 2x2.5ok(N)-660 • AVBShv 2x25ok(N)-660 • AVBShv 2x35ok(N)-660 • AVBShv 2x4ok(N)-660 • AV
RIKA-RI-MEKA-KATO,Cable terminals,abstract_material,Terminals,pcs,204.3,8.44,1228.99,552.29,1,EUR,2,PUTO-KAME-KATOKA,"brass cables, core cross-section RI.SA mm2 • copper cables MEKA-VO-SA • copper cables MERIKA-MERI-MELI • copper cables MESAKA-MERI-MEDX • copper cables MENE-NE-NE • copper cables MEVOSA-MENE-RIME • co"
KAME-LI-KALI-RITO,PKBU type fabric ballast device,abstract_material,Container,set,175.83,36.18,358.69,180.44,15,EUR,2,TOLI-KARI-KAKATO,"polymer for ballasting with soil of pipelines with a diameter of 1020 mm, length 3100 mm • polymer for ballasting pipelines with a diameter of 1220 mm with soil, length 3800 mm • polymer for ballastin"
RIKA-SA-KARI-KADX,Junction boxes,abstract_material,"Connecting box made of impact-resistant thermoplastic resin (ABS plastic) with three 3/4"" diameter p",pcs,32.5,32.5,32.5,32.5,1,EUR,2,PUTO-KAME-KAMENE,
RIRI-RI-KARI-MEDX,Anode grounding devices,abstract_material,,pcs,182.83,66.2,299.46,182.83,2,EUR,2,PUSA-KAME-KAKARI,Portable grounding for switchgear with voltage up to 1 kV • EGT-2500 electrode
RITO-ME-KAPU-KAME,Well for underground pipeline installation,abstract_material,Sealed steel well for shelter,pcs,20666.62,16700.48,47965.55,24712.68,6,EUR,2,MESA-KANE-KAKARI,"vent cap complete with protective cover and locking device, with anti-corrosion coating, for underground pipeline with a nominal diameter of 1000 mm, manhole cover diameter 630 mm, manhole height 1826"
MEPU-RI-KARI-KALI,Polyurethane fire-resistant thermally expanding blocks,abstract_material,Fire-retardant thermally expanding material for coating electrical cables,pcs,21.64,0,21.64,18.03,1,EUR,2,RINE-KATO-KAKAME,
KARI-ME-KARI-KAME,Bitumen-soil mixture,abstract_material,,m3,48.18,1.31,235.09,111.38,1,EUR,2,SAPU-KATO-KAKAME,Transportation of Class I cargo by dump trucks with a carrying capacity of up to 15 tons on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by dump trucks with a c
KASA-RI-KATO-KAPU,Concrete curbstones,abstract_material,Vibropressed kerbstones,m3,22.29,11.31,32.29,21.93,1,EUR,2,PUDX-KARI-KAKARI,"road, dimensions 1000x300x150 mm, colored on white cement • road, dimensions 1000x300x150 mm, colored on gray cement • pavement, dimensions 1000x200x80 mm, colored on white cement • pavement, dimensio"
KAME-LI-MEDX-MEVO,Rubber crumb tiles,abstract_material,Rubber crumb tiles,m2,58.98,54.85,65.23,59.51,4,EUR,2,PUDX-KAME-KAMENE,"with connecting pipes, single color, thickness 30 mm • with connecting pipes, single color, thickness 45 mm • single color, thickness 30 mm • single color, thickness 45 mm"
MEPU-PU-KAME-MELI,Polyurethane primers,abstract_material,,kg,55.71,11.64,127.82,57.07,10,EUR,2,RIVO-KAME-KAKANE,"Two-component polyurethane primer for leveling and repairing reinforced concrete, concrete, and cement bases, creating polyurethane floors, consumption KA.TO-KA.SA kg/m2 • Two-component polyurethane p"
KAME-VO-KAME-KAPU,TOSP sheet plexiglass,abstract_material,Organic glass (acrylic),kg,215.8,32.45,586.77,306.66,1,EUR,2,MERI-KAME-KAMENE,"cast sheet, TOSP, TOSN grades, colorless transparent, thickness 10 mm • cast sheet, TOSP, TOSN grades, colorless transparent, thickness 12 mm • cast sheet, TOSP, TOSN grades, colorless transparent, th"
KAME-SA-KATO-KADX,Galvanized traffic light column,abstract_material,,pcs,151.84,84.11,801.35,231.35,9,EUR,2,NESA-KAPU-KAKARI,"Galvanized traffic light column for mounting road signs and traffic lights, column diameter 133 mm, flange diameter 305 mm, height 4000 mm • Galvanized traffic light column for mounting road signs and"
