resource_code,resource_name,resource_type,category,unit,unit_rate_avg,unit_rate_min,unit_rate_max,avg_cost_per_use,avg_quantity_per_use,currency,usage_count,price_variants,used_in_items_count,regions,parent_work_category,parent_collection,parent_department
MEPU-RI-KASA-KATO,Polyurethane sealant with catalyst,material,Rubber & Gaskets,kg,22.71,22.71,22.71,1730.84,76.2267,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Foundations,FOUNDATIONS
KAME-LI-MESA-KAME_MEMEPUSA,"Galvanized steel frame anchor, diameter 10 mm, length 110 mm",material,Steel & Metal,pcs,1.12,1.12,1.12,60.48,53.89,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Floors,FLOORS
KAPU-TO-KARI-METO_KARIMEPU,"Dry cement-sand masonry mixes, class B7.5 (M100)",material,Concrete & Cement,t,83.46,83.46,83.46,7.93,0.1,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Floors,FLOORS
MEME-ME-KATO-KALI_KAKAMERI,"Profiled softwood timber (spruce, pine), natural moisture content, length RI-NE.SA m, width 150 mm, thickness 200 mm, grade II",material,Wood & Timber,m3,481.84,481.84,481.84,422.42,0.8767,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Openings,OPENINGS
KAME-LI-MELI-MEKA_KAKAKAME,Cutter for cutting machine,material,Other,pcs,110.62,110.62,110.62,11.06,0.1,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Roofs,ROOFS
KAVO-ME-KARI-MERI_KAKAPUME,"Steel tank for bathhouse, volume 40 l, dimensions 500x350x240 mm",material,Steel & Metal,pcs,229.51,229.51,229.51,22950.57,100.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Stove work,STOVE WORK
KAME-LI-MELI-KATO_KAKAKAME,"Grinding stone, fine-grained, medium-grained",material,Other,kg,9.47,9.47,9.47,100.96,10.6667,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,"Glazing, wallpapering, and tiling work",OTHER WORKS
KASA-TO-KARI-KADX,Details,material,Other,pcs,20.86,20.86,20.86,20.86,1.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Stucco work,CARTOUCHES
KASA-TO-KAME-KADX,Details,material,Other,pcs,67.45,67.45,67.45,67.45,1.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Stucco work,CARTOUCHES
KASA-TO-KAME-MEME,Details,material,Other,pcs,22.48,22.48,22.48,22.48,1.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Stucco work,SHEETS
MEVO-ME-MEKA-KAVO,Urinals tap,material,Other,pcs,9.15,9.15,9.15,914.87,100.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Internal sanitary and technical work,WATER SUPPLY AND SEWERAGE
RITO-TO-KANE-KAPU_KAKARIVO,"Non-galvanized welded steel pipes for water and gas supply without threads, lightweight, nominal diameter 50 mm, wall thickness 3 mm",material,Steel & Metal,m,6.0,6.0,6.0,306.25,51.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Internal sanitary and technical work,GAS SUPPLY
DXME-METO-KATO_KADXME,"Machines for inserting hoses with a steam generator based on a vehicle, steam capacity 50 kg/h",equipment,Other,Machine hours,50.09,50.09,50.09,4064.04,81.1367,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Internal sanitary and technical work,MISCELLANEOUS WORKS
DXME-MEKA-KAPU_KASASA,Units for opening joints and processing the inner surface of pipelines with a diameter of up to 200 mm,equipment,Other,Machine hours,2.93,2.93,2.93,3.9,1.3333,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Internal sanitary and technical work,MISCELLANEOUS WORKS
DXME-MEKA-KAPU_KASASA,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,0.09,1.3333,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Internal sanitary and technical work,MISCELLANEOUS WORKS
DXME-MEKA-MEME_METOKA,Molding machines for compressing polyethylene pipes with a diameter of 100-200 mm,equipment,Other,Machine hours,193.96,193.96,193.96,1198.64,6.18,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR UTILITY NETWORKS
DXME-MEKA-MEME_METOME,Forming machines for compressing polyethylene pipes with a diameter of 200-350 mm,equipment,Other,Machine hours,235.42,235.42,235.42,2180.0,9.26,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR UTILITY NETWORKS
DXME-MEKA-MEME_METORI,Forming machines for compressing polyethylene pipes with a diameter of 400-500 mm,equipment,Other,Machine hours,304.98,304.98,304.98,3863.05,12.6667,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR UTILITY NETWORKS
MERI-RI-KAVO-KARI,Thermal insulation cylinders made of mineral wool with synthetic binder,material,Insulation,m,13.13,13.13,13.13,26.25,2.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR UTILITY NETWORKS
RITO-VO-KATO-KAME_KAKATORI,"PT steel plug, nominal diameter up to 400 mm",material,Steel & Metal,pcs,133.2,133.2,133.2,13.99,0.1067,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
RIPU-RI-KANE-KASA_KAKAKARI,"Rubber cord pneumatic plug, nominal outer diameter up to 600 mm",material,Rubber & Gaskets,pcs,1157.52,1157.52,1157.52,133.12,0.12,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
MEVO-ME-KADX-KALI_KAMEVOPU,"Steel ball valve, with handle, welded connection to pipeline, nominal pressure RI.SA MPa, nominal diameter 50 mm",material,Steel & Metal,pcs,116.93,116.93,116.93,1013.38,8.6667,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
MEVO-ME-KADX-KALI_KAMEVOLI,"Steel ball valve, with handle, welded connection to pipeline, nominal pressure RI.SA MPa, nominal diameter 100 mm",material,Steel & Metal,pcs,333.26,333.26,333.26,1444.13,4.3333,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
RITO-SA-KARI-KARI_KAKASAKA,"Straight seam electric welded steel pipes made of St2, 10 steel, outer diameter 89 mm, wall thickness PU.SA mm",material,Steel & Metal,m,11.19,11.19,11.19,44.77,4.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
RIPU-TO-KATO-METO_KARIVONE,"Pressure polyethylene pipes, except for PE100 gas pipes, for water transportation, standard dimensional ratio SDR21, nominal outer diameter 50 mm, wall thickness RI.PU mm",material,Pipes & Fittings,m,1.86,1.86,1.86,14.9,8.0,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
DXME-MEKA-KAPU_KARISA,"Winding machines for winding complex PVC profiles with a width of 67 to 80 mm, reinforced with steel, with a double mechanical lock with a seal, into a pipe using the spiral winding method",equipment,Other,Machine hours,105.89,105.89,105.89,8651.74,81.7033,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
DXME-MEKA-KAPU_KARISA,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,53.94,81.7033,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,External engineering networks,RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS
KAME-LI-KARI-KALI_KAKARIME,Cardboard protective corner,material,Wood & Timber,m,0.38,0.38,0.38,27.32,71.1333,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Landscaping,"ROADS, SIDEWALKS"
MEME-RI-KAPU-KANE_KAKANEME,"Wooden pallet (Euro), dimensions 1200x800 mm",material,Wood & Timber,pcs,27.9,27.9,27.9,4.46,0.16,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Landscaping,"ROADS, SIDEWALKS"
DXME-METO-KAME_KARIPU,"Municipal cleaning machines, tank capacity 340 l, power 80 kW (102 hp)",equipment,Other,Machine hours,53.3,53.3,53.3,0.53,0.01,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Landscaping,"ROADS, SIDEWALKS"
DXME-KAVO-MEKA_KASATO,"Self-propelled wheeled cold road milling machines, maximum milling width 500 mm",equipment,Other,Machine hours,130.53,130.53,130.53,137.93,1.0567,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Landscaping,"ROADS, SIDEWALKS"
MEPU-RI-KANE-KALI_MEKAKAME,"Injection gel, single-component, elastic, hydroactive, polyurethane, solvent-free, for waterproofing and sealing joints and loose soils",material,Aggregates & Earth,kg,39.08,39.08,39.08,12693.0,324.7767,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Other repair and construction work,OTHER REPAIR AND CONSTRUCTION WORKS
DXME-MELI-KARI_KALIRI,Pulse insulation damage detection devices,equipment,Other,Machine hours,0.33,0.33,0.33,0.44,1.3233,EUR,3,1,3,ENG_TORONTO,REPAIR AND CONSTRUCTION WORKS,Other repair and construction work,OTHER REPAIR AND CONSTRUCTION WORKS
RI_MEKAKA_KALI,Рабочий 7 разряда,material,Other,ч,908.35,908.35,908.35,210528.28,231.77,EUR,3,1,3,RU_STPETERSBURG,МОНТАЖ ОБОРУДОВАНИЯ,Электротехнические установки,КАНАЛИЗАЦИЯ ЭЛЕКТРОЭНЕРГИИ И ЭЛЕКТРИЧЕСКИЕ СЕТИ
KAME-LI-MERI-MESA,Polyamide anti-erosion mat,material,Other,m2,4.39,4.39,4.39,4827.69,1100.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
KAME-LI-KARI-KATO_KAKAKATO,Packaging paper coated with fuel oil,material,Other,t,1408.51,1408.51,1408.51,0.64,0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
KAME-LI-MERI-KASA_KAMETOME,"Non-woven polypropylene geotextile, needle-punched, tensile strength SA.NE/TO.NE kN/m, surface density 150 g/m2",material,Wood & Timber,m2,1.34,1.34,1.34,2947.89,2195.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
KAME-VO-KAME-KAVO_KAKAKAPU,"Foam glass aggregate, bulk density 170-180 kg/m3, fraction 5-20 mm",material,Glass & Glazing,m3,118.49,118.49,118.49,21328.63,180.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MERI-KAVO_KAVORI,"Tractor-mounted mole drainage machines, power 59 kW (80 hp)",equipment,Trucks & Vehicles,Machine hours,20.44,20.44,20.44,15.12,0.74,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-MEKA_KAKATO,"Stationary electric pumping stations and dredging units, flow rate 80 m3/h, pumping station head 57 m, dredging unit head 40 m",equipment,Pumps,Machine hours,95.35,95.35,95.35,447.17,4.69,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-MEKA_KAKATO,Electricity: consumption 370 kWh/machine-hour,electricity,Electricity,Machine hours,49.35,49.35,49.35,231.45,4.69,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-SA-KAME-KAVO_KAKAPUVO,"Electro-welded straight-seam and spiral-seam steel pipes, strength class K38, outer diameter 820 mm, wall thickness 7 mm",material,Steel & Metal,m,365.51,365.51,365.51,18587.8,50.855,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKAME,"Stationary electric dredging pumping stations, flow rate 80 m3/h, head 40 m",equipment,Pumps,Machine hours,25.65,25.65,25.65,339.97,13.255,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKAME,Electricity: consumption LI.RINE kW·h/machine-hour,electricity,Electricity,Machine hours,0.97,0.97,0.97,12.84,13.255,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-MEKA_KAKADX,"Stationary electric pumping stations, flow rate 50 m3/h, head 50 m",equipment,Pumps,Machine hours,1.26,1.26,1.26,16.71,13.255,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-MEKA_KAKADX,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,8.75,13.255,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKARI,"Stationary electric suction pumping stations, flow rate 140 m3/h, head 37-52 m",equipment,Pumps,Machine hours,45.08,45.08,45.08,333.85,7.405,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKARI,Electricity: consumption MEPU.VOSA kWh/machine-hour,electricity,Electricity,Machine hours,1.98,1.98,1.98,14.67,7.405,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKATO,"Stationary electric suction pumping stations, flow rate 200 m3/h, head 50-63 m",equipment,Pumps,Machine hours,86.87,86.87,86.87,462.12,5.32,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKATO,Electricity: consumption RIME.PUSA kWh/machine-hour,electricity,Electricity,Machine hours,2.86,2.86,2.86,15.22,5.32,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKAPU,"Stationary electric suction pumping stations, flow rate 400 m3/h, head 71 m",equipment,Pumps,Machine hours,245.73,245.73,245.73,648.72,2.64,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-MEDX-KADX_KAKAPU,Electricity: consumption NERI.LI kWh/machine-hour,electricity,Electricity,Machine hours,8.36,8.36,8.36,22.08,2.64,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-RIKA-MESA_KAKARI,"Floating electric suction pumping stations, flow rate 200 m3/h, head 63 m",equipment,Pumps,Machine hours,56.88,56.88,56.88,302.61,5.32,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-RIKA-MESA_KAKARI,Electricity: consumption RIME.PUSA kWh/machine-hour,electricity,Electricity,Machine hours,2.86,2.86,2.86,15.22,5.32,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-RIKA-MESA_KAKATO,"Floating electric suction pumping stations, flow rate 400 m3/h, head 71 m",equipment,Pumps,Machine hours,73.5,73.5,73.5,194.05,2.64,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-RIKA-MESA_KAKATO,Electricity: consumption NERI.LI kWh/machine-hour,electricity,Electricity,Machine hours,8.36,8.36,8.36,22.08,2.64,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-MEME_KAMETOTO,"Flat welded steel flange with connecting protrusion, steel grade 20, nominal pressure 1 MPa, nominal diameter 150 mm",material,Steel & Metal,pcs,39.0,39.0,39.0,393.91,10.1,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-MEME_KAMETOPU,"Flat welded steel flange with connecting protrusion, steel grade 20, nominal pressure 1 MPa, nominal diameter 200 mm",material,Steel & Metal,pcs,53.68,53.68,53.68,542.19,10.1,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-MEME_KAMETOSA,"Flat welded steel flange with connecting protrusion, steel grade 20, nominal pressure 1 MPa, nominal diameter 250 mm",material,Steel & Metal,pcs,78.63,78.63,78.63,794.13,10.1,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-MEME_KAMEPURI,"Flat weld-on steel flange with connecting protrusion, steel grade 20, nominal pressure 1 MPa, nominal diameter 700 mm",material,Steel & Metal,pcs,424.6,424.6,424.6,254.76,0.6,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-MEME_KAMEPUTO,"Flat weld-on steel flange with connecting protrusion, steel grade 20, nominal pressure 1 MPa, nominal diameter 800 mm",material,Steel & Metal,pcs,524.55,524.55,524.55,314.73,0.6,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-SA-KAME-KAVO_KAKANEKA,"Electric-welded straight-seam and spiral-seam steel pipes, strength class K38, outer diameter 920 mm, wall thickness 12 mm",material,Steel & Metal,m,699.79,699.79,699.79,35584.57,50.85,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Earthworks;External engineering networks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.);RECONSTRUCTION AND REPAIR OF OUTDOOR SEWAGE NETWORKS USING NON-DIGGING METHODS"
RITO-VO-KATO-KALI_KAKAKAME,"Quick-release coupling, nominal diameter 400 mm",material,Other,set,62.01,62.01,62.01,660.38,10.65,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-KALI_KAKAMEME,"Flared connections, nominal diameter 400 mm",material,Other,set,250.83,250.83,250.83,2821.87,11.25,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-KALI_KAKAMERI,"Socket connections, nominal diameter 500 mm",material,Other,set,334.42,334.42,334.42,4180.26,12.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-KALI_KAKAMETO,"Socket connections, nominal diameter 600 mm",material,Other,set,370.29,370.29,370.29,5369.15,14.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
RITO-VO-KATO-KALI_KAKAMEPU,"Socket connections, nominal diameter 700 mm",material,Other,set,407.58,407.58,407.58,6725.12,16.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, ETC.)"
DXME-KADX-MERI_MEMEME,"Non-self-propelled track planers, maximum wing span from track axis LI.VO m",equipment,Other,Machine hours,254.04,254.04,254.04,679.57,2.675,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
DXME-KANE-KASA_KANERI,"Universal front pneumatic wheeled single-bucket loaders, load capacity up to 1 t, with vibratory wheel, maximum depth up to 420 mm, width 50, 100, 150 mm",equipment,Excavators,Machine hours,25.62,25.62,25.62,22.29,0.87,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
MENE-RI-KAME-KATO_KAKAKAME,"Peat-sand mixture (70% peat, 30% sand)",material,Aggregates & Earth,m3,34.6,34.6,34.6,6659.61,192.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
DXME-MERI-KALI_KAKAME,Equipment for sowing grass on road and railway embankments,equipment,Other,Machine hours,28.39,28.39,28.39,19.73,0.695,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks;Motorways,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS;REINFORCEMENT STRIPS AT THE EDGES OF ROAD SURFACES AND REINFORCEMENT OF ROADSIDES"
DXME-METO-KARI_KAKARI,"Screw-type snow plows for cars, power 180 kW (250 hp)",equipment,Other,Machine hours,62.85,62.85,62.85,21.68,0.345,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
DXME-METO-KARI_KAKAME,"Plow-mounted snow plows, working width 3 m",equipment,Other,Machine hours,0.8,0.8,0.8,0.1,0.13,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
DXME-MERI-KAVO_METOME,Small wood residue pickers,equipment,Other,Machine hours,18.25,18.25,18.25,50.11,2.745,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
DXME-MERI-KAVO_KAVOME,Stone removal machines,equipment,Other,Machine hours,4.13,4.13,4.13,19.34,4.68,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Earthworks,"OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
KAME-LI-KALI-RIDX_KAMEPUME,"PTFE-4 film, grade IO",material,Other,t,49280.16,49280.16,49280.16,98.56,0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Drilling and blasting,"LOOSENING OF ROCK SOILS WITH CHAMBER CHARGES, MASSIVE BLASTING OF SOILS FOR EJECTING AND DISPOSING OF EXCAVATIONS (CHANNELS)"
